device_id,device_type,os,manufacturer,network_operator,user_id,name,age,location,data_usage,network_speed,connection_duration,session_start_time,cell_id,signal_strength,latency,jitter,packet_loss
4276,smartphone,Windows,Nokia,T-Mobile,2941,Alison Lee,38,"(Decimal('42.744026'), Decimal('-178.775543'))",49.79,589.76,1680,2024-07-22 05:37:53.691762,48,-107.79,30.81,12.1,0.64
8892,IoT device,iOS,Apple,T-Mobile,8442,Michael Tucker,76,"(Decimal('-32.999003'), Decimal('-98.393788'))",2.29,336.94,4103,2024-04-16 21:27:38.492621,688,-76.98,55.52,42.38,3.21
5215,IoT device,iOS,Sony,AT&T,3775,Stephen Drake,38,"(Decimal('27.798673'), Decimal('-11.797676'))",26.61,433.59,4973,2024-01-08 22:32:45.678987,693,-46.9,56.78,45.34,1.13
2091,router,Windows,Sony,Verizon,6596,Joseph Gonzales,43,"(Decimal('70.3061665'), Decimal('-174.694431'))",45.06,724.97,1648,2024-08-08 01:16:14.028082,914,-94.73,9.24,8.56,4.49
7019,smartphone,Android,Nokia,AT&T,27,Joseph Hull,56,"(Decimal('78.639486'), Decimal('-29.587602'))",37.28,436.93,2438,2024-09-11 19:45:03.659020,688,-45.65,23.84,36.57,1.6
3617,router,iOS,Sony,Vodafone,5633,Stacey Hill,43,"(Decimal('-61.1173165'), Decimal('-71.656057'))",21.67,746.58,2696,2024-07-13 12:14:57.994020,556,-62.9,73.04,33.39,3.67
6164,IoT device,Windows,Huawei,T-Mobile,3816,Candace Griffin,24,"(Decimal('-63.396525'), Decimal('35.791336'))",13.92,94.95,4328,2024-01-25 02:58:20.719151,196,-64.37,40.9,2.27,2.02
1227,router,iOS,Samsung,Verizon,4280,Nicholas Rodriguez,50,"(Decimal('-66.955002'), Decimal('137.963034'))",31.02,260.64,846,2024-05-18 17:19:39.417912,314,-119.26,50.02,30.92,3.1
9315,router,Android,Samsung,T-Mobile,4180,Julie Burke,40,"(Decimal('-31.157127'), Decimal('71.964813'))",20.89,603.72,4234,2024-08-08 05:46:28.230876,725,-59.43,81.97,10.07,2.04
9708,router,iOS,Samsung,Vodafone,8059,Terri Smith,45,"(Decimal('69.725118'), Decimal('-26.242829'))",43.71,673.72,3555,2024-05-15 13:19:33.157694,169,-117.18,58.9,40.33,3.29
7661,router,Android,Sony,Vodafone,8468,Tara Davis,57,"(Decimal('54.7697325'), Decimal('94.747265'))",45.35,466.24,3484,2024-01-17 14:44:24.938061,991,-61.48,43.5,4.06,0.6
7817,smartphone,iOS,Apple,AT&T,533,Carolyn Butler,63,"(Decimal('16.568635'), Decimal('-166.550985'))",17.57,341.98,6933,2024-06-18 14:45:51.652033,466,-101.96,14.27,23.08,4.15
8814,IoT device,Android,Apple,AT&T,8985,Heather Morales,62,"(Decimal('32.2604675'), Decimal('7.072798'))",28.71,350.42,3235,2024-04-30 22:05:58.629527,957,-97.07,99.29,5.28,4.11
1298,smartphone,Windows,Apple,Vodafone,4678,Tiffany Mueller,58,"(Decimal('-76.073616'), Decimal('-75.556656'))",22.41,575.43,2881,2024-02-06 06:33:56.422234,795,-42.57,27.71,30.76,2.12
2032,smartphone,Windows,Sony,Vodafone,8195,Kim Galloway,52,"(Decimal('83.815468'), Decimal('-143.107115'))",49.57,144.37,2936,2024-05-30 06:16:51.170371,464,-74.28,52.75,41.73,0.58
7064,smartphone,iOS,Sony,AT&T,6042,Marco Roberts,59,"(Decimal('33.650828'), Decimal('-172.850075'))",2.08,801.65,2500,2024-03-28 19:38:26.321929,56,-79.87,37.46,41.61,2.85
2532,router,Windows,Apple,AT&T,5629,Jesus Moore,51,"(Decimal('-10.5060005'), Decimal('-60.525976'))",3.27,381.17,4187,2024-04-26 12:41:42.950577,482,-51.49,53.59,8.37,0.52
9305,router,Android,Apple,T-Mobile,9275,Gregory Sullivan,35,"(Decimal('32.6986575'), Decimal('148.815436'))",2.36,48.03,3664,2024-05-16 08:10:22.814808,226,-96.86,75.45,2.58,2.85
4637,router,iOS,Apple,AT&T,2804,Michael Zavala,40,"(Decimal('-17.236349'), Decimal('-127.706599'))",42.67,735.44,2005,2024-06-11 10:06:56.161862,375,-111.34,56.76,40.37,1.62
8322,IoT device,Android,Huawei,Vodafone,3623,Tyler Santiago,44,"(Decimal('-70.621057'), Decimal('-160.621412'))",36.96,529.44,5934,2024-09-05 21:20:15.962558,64,-65.68,20.1,48.32,0.53
4946,router,Android,Huawei,Verizon,7242,Timothy Wyatt,74,"(Decimal('3.7960125'), Decimal('-96.316266'))",24.73,510.57,4991,2024-04-27 10:55:18.034268,293,-117.5,32.04,4.87,3.43
7344,smartphone,Windows,Samsung,Vodafone,8746,Tyler Coleman,62,"(Decimal('-4.496273'), Decimal('-179.321025'))",42.81,157.69,5155,2024-01-28 16:01:00.261447,98,-49.19,34.63,25.73,4.48
3573,smartphone,Windows,Nokia,AT&T,3570,Amy Frederick,61,"(Decimal('9.461109'), Decimal('-111.790399'))",37.96,568.29,1035,2024-09-16 03:24:13.215483,410,-67.56,36.48,18.68,3.02
8352,smartphone,Windows,Nokia,Vodafone,8308,Amber David,19,"(Decimal('15.9715735'), Decimal('58.892569'))",25.26,489.98,4724,2024-06-11 11:50:12.260041,128,-101.89,46.59,33.29,0.11
3114,router,Windows,Sony,Verizon,3432,Michael Perez,29,"(Decimal('33.343408'), Decimal('121.897794'))",5.97,261.4,4987,2024-06-09 18:08:59.530872,334,-93.47,23.69,37.43,2.12
9523,IoT device,Android,Huawei,Vodafone,2553,Joe Phillips,65,"(Decimal('-23.1120645'), Decimal('36.699070'))",36.37,562.64,5970,2024-09-11 22:06:28.117573,435,-91.5,72.84,23.42,4.25
4668,IoT device,Android,Samsung,Vodafone,6422,Traci Wright,75,"(Decimal('74.064102'), Decimal('111.827415'))",18.83,722.13,5495,2024-09-04 10:40:16.840372,1,-89.76,95.46,48.41,4.5
9532,router,iOS,Apple,Verizon,8396,Ronald Banks,63,"(Decimal('-88.3266125'), Decimal('-167.983567'))",24.24,672.83,4041,2024-07-02 02:16:57.646621,488,-85.41,6.71,6.34,1.6
7539,router,Windows,Apple,AT&T,1396,Bradley Khan,18,"(Decimal('71.047480'), Decimal('-35.538136'))",40.18,638.53,135,2024-09-21 01:58:54.151285,210,-60.21,29.32,35.53,0.74
6592,smartphone,Windows,Huawei,AT&T,1992,Patrick Smith,49,"(Decimal('-88.466353'), Decimal('85.986359'))",36.95,627.78,6912,2024-04-17 00:48:44.495386,42,-100.93,27.4,18.79,1.17
3178,smartphone,iOS,Nokia,Verizon,5103,Jenna Warren,64,"(Decimal('33.4692305'), Decimal('14.746246'))",39.76,961.99,5951,2024-03-06 15:27:13.536225,707,-100.98,60.34,13.48,3.0
1023,IoT device,iOS,Huawei,Vodafone,3324,Mary Henson,73,"(Decimal('-8.6530055'), Decimal('-138.951324'))",9.11,556.0,2023,2024-06-23 14:45:09.726620,509,-46.41,54.53,28.56,4.38
1553,IoT device,iOS,Apple,Verizon,2044,Ashley Johnson,43,"(Decimal('11.462489'), Decimal('86.266266'))",25.9,96.4,4924,2024-06-06 19:46:56.477613,329,-116.6,78.98,32.5,3.97
8816,smartphone,iOS,Sony,T-Mobile,2069,Tiffany Dixon,47,"(Decimal('-40.724533'), Decimal('153.157336'))",45.96,357.69,3099,2024-02-21 09:16:57.889772,96,-118.44,42.23,5.81,1.95
9479,router,Windows,Sony,T-Mobile,9244,Thomas Brooks,68,"(Decimal('-67.9183895'), Decimal('33.181110'))",19.15,746.63,979,2024-01-10 18:22:04.059597,230,-54.88,61.33,17.65,2.58
5857,router,iOS,Huawei,T-Mobile,5878,Kevin West DDS,65,"(Decimal('-51.6582005'), Decimal('-7.426706'))",5.73,199.24,5739,2024-06-02 10:34:20.253478,652,-114.41,33.35,25.35,3.8
5906,IoT device,Windows,Sony,AT&T,1041,John Hancock,64,"(Decimal('-46.631435'), Decimal('93.999439'))",36.27,832.57,4157,2024-06-27 13:49:02.598385,462,-43.04,2.85,44.7,0.38
1220,smartphone,Android,Apple,Verizon,8335,Edward Brennan,38,"(Decimal('65.693401'), Decimal('113.285599'))",8.87,981.37,2303,2024-07-05 10:56:02.873466,532,-53.89,82.74,11.9,2.56
4014,IoT device,Windows,Huawei,AT&T,7521,Laura Rios,57,"(Decimal('-34.5452025'), Decimal('-0.550756'))",19.14,461.61,6686,2024-08-27 18:20:05.185738,841,-111.54,6.93,35.58,4.1
8671,IoT device,Android,Sony,Verizon,269,Marissa Hall,80,"(Decimal('-37.830258'), Decimal('119.310054'))",30.2,843.2,4647,2024-08-09 18:24:41.032674,793,-116.73,81.14,39.3,4.52
5909,IoT device,Android,Sony,AT&T,9166,Charles Tucker,43,"(Decimal('89.7789385'), Decimal('-167.392571'))",10.96,313.32,4649,2024-07-26 07:20:19.949107,286,-55.4,10.98,40.42,1.62
2386,router,Windows,Huawei,Vodafone,3339,Elizabeth Ford,74,"(Decimal('-3.212493'), Decimal('-44.504433'))",38.93,52.7,2778,2024-02-14 17:07:19.340870,347,-86.46,9.63,9.35,4.68
9130,smartphone,Android,Samsung,Vodafone,7610,Christopher Sanders,62,"(Decimal('-57.8409765'), Decimal('-160.387445'))",25.22,453.35,4842,2024-03-30 05:24:37.986459,819,-74.26,78.3,2.21,2.76
5888,router,Windows,Apple,Vodafone,812,Scott Brown,61,"(Decimal('84.6678175'), Decimal('-35.659677'))",40.25,283.38,3870,2024-05-09 09:36:05.666678,303,-106.13,1.45,30.07,1.59
6293,router,iOS,Apple,Vodafone,5049,Jillian Garrett,20,"(Decimal('-21.2490995'), Decimal('170.172417'))",48.02,500.88,3814,2024-05-04 06:08:13.103146,104,-55.45,14.78,24.11,2.48
7820,IoT device,iOS,Huawei,Vodafone,9732,William Hunter,22,"(Decimal('-88.377205'), Decimal('117.742896'))",23.1,202.73,5100,2024-07-07 18:55:55.012089,968,-76.94,87.2,21.83,0.54
7671,smartphone,iOS,Apple,Verizon,142,Timothy Osborn,45,"(Decimal('56.6780875'), Decimal('-136.151985'))",22.58,418.95,1681,2024-05-02 18:22:50.389125,120,-105.57,82.39,8.38,0.88
3988,router,iOS,Sony,Vodafone,9463,Valerie Clayton,51,"(Decimal('-31.7303735'), Decimal('-141.928848'))",28.18,360.31,3179,2024-06-08 15:21:44.040114,740,-54.19,87.02,22.07,2.82
9308,smartphone,Windows,Nokia,Vodafone,4110,William White,73,"(Decimal('50.8897655'), Decimal('20.211621'))",12.72,352.78,2005,2024-09-10 09:24:05.501221,239,-51.31,3.35,29.61,1.34
8862,router,Windows,Sony,Vodafone,333,Jennifer Mcgrath DDS,20,"(Decimal('0.113230'), Decimal('134.353957'))",35.08,936.72,618,2024-03-27 14:59:49.679290,665,-57.93,43.41,18.46,4.02
2045,IoT device,Android,Huawei,Vodafone,5407,Nicholas Bryant,33,"(Decimal('-12.237142'), Decimal('175.440231'))",14.5,102.0,1986,2024-06-06 19:41:45.213808,347,-62.34,49.41,24.9,1.95
8500,smartphone,Android,Apple,T-Mobile,1842,Jessica Schmidt,20,"(Decimal('14.0110115'), Decimal('60.376129'))",44.62,393.55,6116,2024-06-19 10:26:10.734258,316,-79.34,79.87,23.52,3.39
4369,router,iOS,Samsung,Vodafone,2921,Sierra Wolfe,58,"(Decimal('12.3329495'), Decimal('111.315572'))",24.28,760.55,1667,2024-08-27 16:31:12.962815,742,-84.94,69.25,46.09,2.85
2599,smartphone,Android,Apple,T-Mobile,8101,Melissa Anderson,54,"(Decimal('-21.348123'), Decimal('60.972314'))",35.53,904.98,6344,2024-01-16 02:43:10.698583,350,-64.98,12.46,41.31,4.84
8538,smartphone,iOS,Apple,T-Mobile,6869,Mary Chapman,65,"(Decimal('-80.016933'), Decimal('-171.216453'))",30.4,790.97,4904,2024-07-08 02:11:31.850589,574,-104.69,96.04,11.21,0.4
4433,smartphone,Android,Sony,T-Mobile,7354,Charles Hart,48,"(Decimal('69.4396115'), Decimal('179.819409'))",30.07,176.77,6212,2024-08-15 22:52:42.871731,387,-43.42,10.36,35.69,4.64
1293,smartphone,iOS,Apple,Verizon,1000,Annette Nichols,67,"(Decimal('33.5718365'), Decimal('110.110651'))",42.07,718.53,282,2024-02-15 16:53:03.410842,65,-64.81,39.36,1.78,1.39
6150,smartphone,iOS,Huawei,AT&T,1599,Katherine Luna,59,"(Decimal('71.3322125'), Decimal('-133.247756'))",3.31,509.08,2540,2024-04-26 00:54:53.726923,105,-48.75,69.17,28.8,3.06
7546,IoT device,Android,Huawei,AT&T,1207,Donna Potts,45,"(Decimal('6.236412'), Decimal('60.843797'))",15.4,615.54,1770,2024-02-15 05:17:44.880625,352,-40.23,75.59,41.69,4.23
8644,smartphone,Windows,Sony,Vodafone,585,Stacey Moreno,53,"(Decimal('-36.1521005'), Decimal('160.525481'))",30.65,230.75,5245,2024-08-08 01:56:38.622766,82,-91.79,45.44,18.25,0.32
5390,router,iOS,Huawei,AT&T,4895,Anthony Dean,36,"(Decimal('-19.1113905'), Decimal('35.338450'))",33.68,900.11,2972,2024-07-31 12:45:56.155471,51,-108.89,68.5,43.19,2.15
7168,router,Windows,Nokia,Verizon,9696,Angela Foley MD,72,"(Decimal('-36.0110225'), Decimal('-28.862396'))",33.06,864.42,5171,2024-05-10 05:46:03.154939,425,-57.82,90.03,18.98,3.71
6476,smartphone,Android,Huawei,T-Mobile,3881,Megan Smith,52,"(Decimal('-39.216069'), Decimal('93.647438'))",44.53,159.29,340,2024-07-04 09:38:41.676640,842,-74.35,55.33,45.31,3.3
3251,smartphone,Windows,Nokia,AT&T,6581,Jonathan Stewart,38,"(Decimal('61.7738355'), Decimal('47.118259'))",8.55,480.19,3463,2024-07-20 20:47:18.012771,933,-46.33,67.0,40.51,3.42
5438,router,iOS,Samsung,AT&T,6684,Carla Ramsey,50,"(Decimal('34.5458485'), Decimal('119.913782'))",15.97,309.81,347,2024-05-01 23:38:11.285880,57,-113.04,19.46,31.8,4.4
1640,IoT device,Android,Nokia,T-Mobile,7974,Paul Smith,71,"(Decimal('-76.057340'), Decimal('85.023965'))",31.53,823.32,4660,2024-04-25 16:41:28.025497,572,-107.55,40.27,5.33,0.72
9091,router,Android,Apple,Verizon,2462,Christopher Smith,34,"(Decimal('-40.2246335'), Decimal('148.531078'))",0.63,560.12,3216,2024-08-31 11:06:29.012297,213,-87.08,93.73,14.45,1.1
7975,router,Windows,Nokia,Verizon,4245,Richard Sanchez,28,"(Decimal('0.2153155'), Decimal('134.879743'))",25.31,919.72,1811,2024-01-05 23:34:20.341653,450,-67.44,28.88,3.15,4.76
4183,smartphone,iOS,Huawei,AT&T,1833,Catherine Costa MD,24,"(Decimal('76.5418325'), Decimal('3.464515'))",5.23,471.68,4249,2024-02-18 03:38:19.223469,182,-82.61,65.67,37.91,3.67
5928,smartphone,Android,Nokia,T-Mobile,8457,Justin Wade,33,"(Decimal('71.105810'), Decimal('-41.154782'))",29.48,726.98,7174,2024-01-14 16:48:09.711162,863,-44.77,72.19,29.1,1.13
2509,IoT device,Android,Nokia,Verizon,2633,Scott Gillespie,43,"(Decimal('-33.911895'), Decimal('-111.579519'))",34.89,389.48,4844,2024-08-16 03:47:34.328744,322,-111.36,96.32,22.98,4.49
3238,router,Windows,Nokia,AT&T,5855,Amanda Travis,72,"(Decimal('0.845917'), Decimal('177.294335'))",42.38,555.21,3488,2024-05-28 19:50:02.628622,2,-96.99,88.89,0.54,2.17
6762,IoT device,Android,Nokia,Vodafone,398,Courtney Gonzalez,54,"(Decimal('-68.353943'), Decimal('38.228982'))",9.2,159.0,4466,2024-05-28 06:46:34.544235,767,-63.41,81.26,43.0,2.83
3157,router,iOS,Samsung,Vodafone,1179,Monica Myers,38,"(Decimal('3.372439'), Decimal('143.867119'))",42.03,952.71,3068,2024-07-22 03:34:34.892797,839,-106.26,5.07,43.54,0.06
7549,router,Android,Sony,AT&T,6263,Tina Donovan,34,"(Decimal('41.0216175'), Decimal('-95.713683'))",36.31,299.28,2750,2024-04-28 17:14:51.533908,97,-92.22,39.07,18.34,0.71
8728,router,Android,Sony,AT&T,5189,Lori Martin,73,"(Decimal('-49.671404'), Decimal('-96.655963'))",20.68,43.71,2132,2024-09-25 05:08:20.641372,325,-50.61,5.07,36.84,3.86
4947,smartphone,iOS,Samsung,Vodafone,1429,Richard Bernard,76,"(Decimal('-37.4984045'), Decimal('130.367090'))",2.39,465.31,4383,2024-06-23 02:56:18.146696,61,-111.4,26.98,17.99,1.98
5274,smartphone,iOS,Nokia,T-Mobile,9323,Robert Branch,28,"(Decimal('-52.252754'), Decimal('-131.084868'))",8.77,806.4,4062,2024-08-11 03:43:19.528157,675,-62.89,54.15,28.93,1.86
9210,router,Windows,Huawei,T-Mobile,2203,Heather Mccarty,75,"(Decimal('83.439260'), Decimal('161.954668'))",21.69,213.4,407,2024-03-09 22:08:10.921175,148,-104.59,46.79,37.79,3.58
5693,smartphone,Android,Nokia,Verizon,983,Charles Vasquez MD,24,"(Decimal('-60.1332925'), Decimal('-146.601129'))",43.62,827.49,2802,2024-06-21 21:12:10.026691,228,-92.54,97.25,1.28,3.64
6921,router,Windows,Huawei,T-Mobile,8688,Brian Nguyen,70,"(Decimal('-51.028308'), Decimal('-152.875129'))",3.97,470.53,1945,2024-08-03 04:14:37.243750,700,-47.95,19.57,8.82,3.68
5285,router,Windows,Nokia,Vodafone,5847,Shannon Sexton,67,"(Decimal('-46.066805'), Decimal('-31.854668'))",15.78,414.66,6118,2024-08-29 04:15:50.760527,453,-118.91,72.13,46.58,1.87
5586,router,Android,Sony,T-Mobile,6492,Joseph Kane,22,"(Decimal('71.1840485'), Decimal('-69.363380'))",45.71,980.63,384,2024-08-13 13:37:42.820508,971,-49.31,95.71,31.69,4.69
5280,IoT device,Windows,Samsung,AT&T,9886,Lawrence Brennan,73,"(Decimal('-45.771667'), Decimal('168.233752'))",27.76,690.43,1387,2024-01-17 05:35:43.285041,778,-100.34,2.91,42.71,2.06
4135,smartphone,Windows,Nokia,AT&T,865,Nancy Wallace,65,"(Decimal('8.717230'), Decimal('142.917079'))",0.48,676.14,3889,2024-09-13 00:01:30.587885,775,-51.62,3.25,19.9,0.83
5890,router,Windows,Huawei,Verizon,9748,Elizabeth Brady,58,"(Decimal('-87.4318405'), Decimal('139.148840'))",8.1,565.74,4531,2024-05-31 20:59:37.464905,171,-100.14,67.11,3.7,3.97
9277,smartphone,Windows,Huawei,Vodafone,8604,William Waters,36,"(Decimal('39.0212915'), Decimal('-116.629714'))",7.81,105.2,3107,2024-05-07 06:17:04.556077,40,-90.72,49.03,10.92,3.26
2952,router,Windows,Samsung,AT&T,6780,Danny Waller,73,"(Decimal('-50.329400'), Decimal('-86.022029'))",11.58,268.22,3674,2024-06-19 12:34:51.543189,52,-79.68,81.84,27.36,4.36
4074,smartphone,iOS,Samsung,Vodafone,3225,Laura Berg,48,"(Decimal('-75.376543'), Decimal('129.866435'))",23.07,540.73,6987,2024-07-24 11:22:03.134673,903,-51.52,29.45,28.72,2.64
9671,smartphone,Windows,Samsung,Vodafone,6556,Angela Jones,66,"(Decimal('10.0529985'), Decimal('80.347346'))",29.58,893.78,4268,2024-07-17 18:58:37.716213,632,-109.13,30.34,26.32,1.27
1071,IoT device,iOS,Apple,AT&T,4617,Brenda Rose,23,"(Decimal('39.357449'), Decimal('117.433597'))",0.69,886.49,713,2024-01-19 08:49:28.964522,604,-80.05,86.36,25.68,3.21
4878,router,Android,Nokia,AT&T,5228,Cody Lin,21,"(Decimal('35.9905795'), Decimal('-82.888656'))",36.75,921.86,6797,2024-04-26 23:31:33.724486,358,-68.94,93.46,2.45,2.11
5836,smartphone,Windows,Sony,AT&T,5812,Jaime Reyes,31,"(Decimal('2.552932'), Decimal('64.661632'))",4.91,997.25,3918,2024-03-09 00:43:36.939400,506,-76.86,65.49,12.13,0.23
7350,smartphone,Android,Samsung,AT&T,7065,David Bennett,74,"(Decimal('-24.2031775'), Decimal('16.183088'))",49.87,500.91,4121,2024-07-18 11:42:00.842807,906,-113.02,95.1,8.86,2.88
6617,smartphone,iOS,Nokia,AT&T,2136,Samuel Soto,52,"(Decimal('-46.0263485'), Decimal('-91.201061'))",25.78,127.33,343,2024-07-28 07:06:21.464040,953,-82.86,99.49,3.74,4.65
6628,IoT device,iOS,Samsung,Verizon,5939,Kelly Gibson,77,"(Decimal('1.921819'), Decimal('-106.996092'))",40.68,554.99,1532,2024-02-21 00:30:32.565845,771,-118.62,64.62,48.94,2.6
1989,IoT device,iOS,Apple,T-Mobile,5528,Lauren Summers,73,"(Decimal('18.679417'), Decimal('-134.057436'))",7.52,112.54,318,2024-03-28 14:42:35.542223,158,-55.65,77.89,16.14,4.11
4820,smartphone,iOS,Samsung,AT&T,8503,Christopher Gomez,51,"(Decimal('-63.3790825'), Decimal('117.277508'))",44.71,616.24,4968,2024-04-25 12:43:15.939080,621,-54.02,8.37,4.79,2.93
6744,router,Windows,Huawei,T-Mobile,3405,Michael Olson,54,"(Decimal('-56.1872125'), Decimal('-132.591942'))",44.32,618.39,5829,2024-07-10 02:01:18.664665,255,-112.76,70.9,18.92,1.55
1540,router,iOS,Samsung,Verizon,3816,Samantha Hanson,28,"(Decimal('-67.246430'), Decimal('154.140091'))",22.01,790.42,2979,2024-01-16 19:31:59.617466,367,-113.83,50.92,9.72,1.1
4709,router,iOS,Samsung,AT&T,2176,Anne Jackson,40,"(Decimal('84.936709'), Decimal('168.511336'))",0.51,804.69,2609,2024-07-27 13:43:55.114215,128,-111.03,72.93,30.78,1.58
7631,router,Windows,Nokia,AT&T,6234,Vincent Wright,54,"(Decimal('-39.961935'), Decimal('-84.367922'))",9.28,546.6,4394,2024-08-18 11:48:35.757721,756,-48.19,59.51,4.42,2.64
1478,IoT device,iOS,Samsung,T-Mobile,4876,Geoffrey Hanson,56,"(Decimal('79.4682785'), Decimal('-173.471077'))",32.78,678.7,5240,2024-09-05 06:30:18.124559,874,-108.63,38.23,8.98,2.26
8714,router,iOS,Samsung,T-Mobile,1231,Valerie Montgomery,50,"(Decimal('3.4694515'), Decimal('23.359991'))",6.26,952.1,3399,2024-02-18 08:52:34.276059,515,-94.08,15.6,20.78,1.25
6028,router,Windows,Nokia,T-Mobile,5573,Samantha Jackson,29,"(Decimal('-88.637362'), Decimal('177.764069'))",38.57,434.7,6077,2024-09-24 15:18:57.001245,756,-64.63,40.46,9.57,3.88
6200,router,iOS,Samsung,Vodafone,2210,Evan Lynn,26,"(Decimal('-6.4880795'), Decimal('63.437609'))",44.62,21.39,2393,2024-01-19 15:38:17.735550,104,-116.53,85.34,9.71,2.62
7976,smartphone,Android,Nokia,AT&T,2098,Betty Ochoa,75,"(Decimal('67.521046'), Decimal('166.102811'))",21.91,790.21,3957,2024-01-26 07:36:51.387194,159,-85.61,6.52,20.67,3.79
8437,IoT device,Android,Apple,Verizon,4769,Jonathan Aguilar,29,"(Decimal('-12.814472'), Decimal('67.422336'))",33.3,48.21,440,2024-05-07 03:53:22.848370,928,-59.02,21.86,20.2,4.37
4036,IoT device,iOS,Huawei,Verizon,3395,Patrick Moore,49,"(Decimal('-84.018968'), Decimal('-70.264638'))",39.53,232.1,4689,2024-06-09 00:46:41.293306,854,-64.01,43.26,38.78,2.23
2498,router,Windows,Samsung,AT&T,4686,Terry Gibson,52,"(Decimal('-65.3965215'), Decimal('-85.919905'))",36.92,30.59,2615,2024-04-07 20:12:26.443835,95,-109.58,22.89,21.68,0.81
2480,router,Windows,Apple,Verizon,2278,Dr. Christine Martinez PhD,54,"(Decimal('46.2403015'), Decimal('-61.307904'))",30.6,535.26,6721,2024-01-02 06:37:52.567163,408,-76.39,32.82,12.6,2.02
3864,IoT device,Windows,Huawei,Verizon,4868,Lance Spencer,66,"(Decimal('62.5766495'), Decimal('171.061118'))",42.75,222.82,3714,2024-01-30 14:34:12.995376,7,-82.26,62.23,6.1,1.66
9299,router,Windows,Nokia,AT&T,4738,Regina Delacruz,26,"(Decimal('88.8331345'), Decimal('67.118659'))",46.88,626.96,5336,2024-09-13 16:19:33.093397,817,-102.81,88.97,3.77,4.04
7731,smartphone,Android,Apple,T-Mobile,7161,Jenna Waters,71,"(Decimal('-83.3264805'), Decimal('-133.569402'))",42.34,612.08,408,2024-01-17 03:27:01.407623,651,-85.18,79.85,1.5,4.38
1934,IoT device,iOS,Apple,Vodafone,211,Dustin Ruiz,26,"(Decimal('48.155548'), Decimal('-50.905859'))",44.0,465.36,3940,2024-03-21 00:32:09.375210,430,-71.11,34.74,2.0,1.11
8093,router,Android,Nokia,Verizon,2101,Jamie Davis,68,"(Decimal('-27.2127185'), Decimal('44.948374'))",20.8,168.46,5588,2024-08-08 03:27:15.075845,99,-43.51,37.5,16.12,4.83
3931,smartphone,Windows,Samsung,T-Mobile,9832,Angel Everett,61,"(Decimal('61.6713315'), Decimal('35.524732'))",24.86,533.02,2080,2024-01-06 08:28:51.311288,320,-86.23,63.29,20.2,0.88
1983,smartphone,Windows,Nokia,AT&T,2486,Tyler Barajas,69,"(Decimal('52.723164'), Decimal('-1.333198'))",19.12,727.68,2399,2024-01-29 00:41:02.704111,571,-101.59,53.44,14.57,4.69
2597,smartphone,Windows,Apple,T-Mobile,9759,Kelsey Young,56,"(Decimal('-0.185761'), Decimal('-115.090200'))",46.06,114.21,5611,2024-07-26 15:16:46.932099,208,-111.16,94.69,2.37,0.26
3407,smartphone,Windows,Samsung,T-Mobile,9550,Hannah Franklin,61,"(Decimal('45.574584'), Decimal('165.553553'))",30.04,802.92,324,2024-02-09 01:54:26.164449,279,-73.58,12.5,46.49,3.68
9883,router,Android,Samsung,T-Mobile,2896,Sharon Smith,27,"(Decimal('-26.4499915'), Decimal('22.253621'))",0.25,154.55,4983,2024-05-21 14:36:01.173122,532,-62.39,84.75,3.16,2.39
6883,IoT device,iOS,Huawei,Verizon,3416,Julie Brown,80,"(Decimal('-47.1059545'), Decimal('27.210902'))",15.7,105.35,16,2024-09-04 00:25:18.648501,349,-106.6,75.73,33.22,3.41
3826,IoT device,Windows,Samsung,T-Mobile,2168,Louis Ray,58,"(Decimal('50.304026'), Decimal('-179.590076'))",42.0,99.68,6177,2024-05-24 23:18:01.316501,275,-60.29,68.69,42.84,0.53
1013,smartphone,Android,Sony,Vodafone,2556,Angela White,76,"(Decimal('77.8509955'), Decimal('18.607108'))",14.11,894.59,5086,2024-06-09 04:32:05.438257,552,-40.8,72.91,13.26,4.89
1559,IoT device,Android,Nokia,Verizon,3779,Mr. James Moore,53,"(Decimal('-29.8729835'), Decimal('90.948652'))",3.41,621.27,587,2024-06-13 17:05:11.205152,15,-45.59,37.12,12.81,0.59
6158,router,Android,Sony,T-Mobile,367,Chase Kim,62,"(Decimal('32.9418495'), Decimal('-140.923715'))",8.82,888.94,2974,2024-04-13 07:46:23.355831,940,-98.96,66.11,4.01,1.87
4195,smartphone,Windows,Apple,Verizon,1868,Cindy Gilbert,29,"(Decimal('-31.226609'), Decimal('-122.290040'))",25.14,276.01,3982,2024-04-13 09:50:11.036489,496,-105.81,42.52,14.55,0.46
4404,smartphone,Android,Sony,AT&T,5945,Bryan Young,49,"(Decimal('-1.670782'), Decimal('167.047449'))",48.93,766.97,3709,2024-06-08 00:39:36.078972,642,-98.7,69.3,15.76,2.17
3297,smartphone,Windows,Nokia,AT&T,5269,Cameron Adams,24,"(Decimal('-0.3976045'), Decimal('-124.653014'))",24.83,229.23,648,2024-07-16 12:41:38.290540,22,-102.02,79.1,2.71,0.65
7215,router,Android,Nokia,Verizon,6042,Penny Pham,23,"(Decimal('70.3691615'), Decimal('-43.885821'))",42.51,483.09,4341,2024-02-22 11:17:27.725617,807,-74.51,89.22,48.47,0.36
